"file_name","id","source_org","source_file","original_id","type","name","address","city","state","zip_code","county","location_description","phone","url","latitude","longitude","latlng_source","date_from","date_to","SNAP","WIC","FMNP","fresh_produce","food_bucks","free_distribution","open_to_spec_group","data_issues","group_by_cluster","group_id","fuzzy_group_within_cluster","merged_record","timestamp"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","14","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","GROW PITTSBURGH","6587 Hamilton Avenue #2w","Pittsburgh","PA",15206,"","grow-pittsburgh-site","412 362 GROW (4769)","http://www.growpittsburgh.org/",40.458481,-79.911381,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","15","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","LAWRENCEVILLE ORGANIC COMMUNITY GARDEN","Allegheny Cemetery 4734 Butler Street","Pittsburgh","PA",15201,"","other","412 427 8814","",40.477158,-79.956114,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","16","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","MASJID AL MU'MIN MADINAH GARDEN","159 Winslow Street","Pittsburgh","PA",15206,"","other","412 363 1237","",40.46445,-79.911651,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","17","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","SOUTH OAKLAND COMMUNITY ORCHARD","3213 Parkview Avenue","Pittsburgh","PA",15213,"","other","","http://southoaklandpgh.org/",40.429834,-79.953578,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","18","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","THELMA LOVETTE YMCA GARDEN","2114 Centre Avenue","Pittsburgh","PA",15219,"","other","","http://www.ymcapgh.org",40.444369,-79.978126,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","19","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","WIGGINS GARDEN","Near 3026 Wiggins Street","Pittsburgh","PA",15219,"","other","412 681 1950","http://phcapgh.org/",40.457618,-79.969499,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","20","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","THE SAMUEL AND ANNA MAE RICHARDSON COMMUNITY GARDEN","5427 Willow Street","Bethel Park","PA",15102,"","community-farm","412.523.8019","https://www.facebook.com/pg/theSamuelandAnnaMaeRichardsonCommunityGarden/",40.323229,-80.0405,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","21","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","CORAOPOLIS COMMUNITY GARDEN","411 Broadway Avenue","Coraopolis","PA",15108,"","community-farm","(412) 329-8247","https://coraopolisfoundation.org/community-garden/",40.516753,-80.160618,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",20,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","22","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","CRAFTON COMMUNITY FARM","117 West Steuben Street","Crafton","PA",15205,"","community-farm","412) 921-0752","https://www.facebook.com/craftoncommunityfarm",40.438964,-80.072817,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",21,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","23","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","COMMUNITY HUMAN SERVICES TEACHING GARDEN","370 Lawn Street","Pittsburgh","PA",15213,"","community-farm","","",40.433691,-79.961356,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","24","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","LANDSLIDE COMMUNITY FARM","3 Beelen Street","Pittsburgh","PA",15213,"","community-farm","","https://www.facebook.com/LandslideCommunityFarm",40.43816,-79.97244,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","25","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","ROSALINDA SAURO SIRIANNI MEMORIAL GARDEN","119 Davis Avenue","Bellevue","PA",15202,"","community-farm","412 307 0069 x 3311","https://nhco.org/garden/",40.48879,-80.049169,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","26","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","SECOND UP GARDEN","300 Hay Street","Pittsburgh","PA",15221,"","community-farm","412 242 4430","https://www.secondup.net",40.438825,-79.888431,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","27","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","EARL BROOKS COMMUNITY GARDEN","222 Robinson Street","Pittsburgh","PA",15213,"","community-farm","(412) 692 5315","",40.441165,-79.965404,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","29","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","BALLFIELD FARM","Crispen Street","Pittsburgh","PA",15214,"","community-farm","4125270538","http://www.ballfieldfarm.com",40.46849,-80.016561,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","30","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","BOXY CAUFIELD MEMORIAL GARDEN: ALLEGHENY YMCA","600 West North Avenue","Pittsburgh","PA",15212,"","community-farm","","http://www.ymcaofpittsburgh.org/gardens/",40.454624,-80.012922,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","31","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","HAZELWOOD COMMUNITY GARDEN","4713 Chatsworth Avenue","Pittsburgh","PA",15207,"","community-farm","","http://www.hazelwoodinitiative.org/page14.html",40.413082,-79.944132,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","32","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","MISS MARY'S GARDEN : HOMEWOOD BRUSHTON YMCA","7140 Bennett Street","Pittsburgh","PA",15208,"","community-farm","847.404.3347","http://www.ymcapgh.org",40.456529,-79.898291,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","33","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","SHERIDAN AVENUE ORCHARD","310 Sheridan Avenue","Pittsburgh","PA",15206,"","community-farm","","http://werepair.org/category/pittsburgh/",40.463474,-79.921924,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","34","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","CENTRE AVE YMCA GARDEN","2621 Centre Avenue","Pittsburgh","PA",15219,"","community-farm","412-567-1256 x0306","http://www.ymcapgh.org",40.447201,-79.967894,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","35","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","ALLISON PARK ELEMENTARY COMMUNITY GARDEN","803 Mcgovern Road","Houston","PA",15342,"","school-garden","","",40.231664,-80.226758,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","36","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","AVONWORTH MIDDLE SCHOOL","258 Joseph's Lane","Pittsburgh","PA",15237,"","school-garden","","http://www.avonworthplants.weebly.com",40.532346,-80.078434,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","37","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","BORLAND GREEN COOPERATIVE","5806 Black Street","Pittsburgh","PA",15206,"","community-garden","412 361 1581","http://www.borlandgreen.com",40.467393,-79.924427,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","38","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","CARNEGIE ELEMENTARY SCHOOL","301 Franklin Avenue","Carnegie","PA",15106,"","school-garden","","",40.401334,-80.081874,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","39","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","CLAIRTON EDUCATION CENTER","501 Waddell Avenue","Clairton","PA",15025,"","school-garden","","",40.294148,-79.885294,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","40","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","COLFAX ELEMENTARY","2332 Beechwood Boulevard","Pittsburgh","PA",15217,"","school-garden","","http://edibleschoolyardpgh.org",40.433127,-79.915417,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","41","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","COMMUNITY DAY SCHOOL OF PITTSBURGH","6424 Forward Avenue","Pittsburgh","PA",15217,"","school-garden","","",40.427442,-79.917825,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","42","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","DILWORTH TRADITIONAL ACADEMY","6200 Stanton Avenue","Pittsburgh","PA",15206,"","school-garden","","",40.468805,-79.917808,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","43","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","FORT LEBOEUF MIDDLE SCHOOL","865 Cherry Street","Waterford","PA",16441,"","school-garden","","",41.951436,-79.986455,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","44","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","GREENOCK ELEMENTARY SCHOOL","1101 Greenock Buena Vista Road","McKeesport","PA",15135,"","school-garden","","",40.311881,-79.8029,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","46","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","MAMS COMMUNITY GARDEN","800 Thurston Road","Meadville","PA",16335,"","school-garden","","http://farmmeadville.com/directory/community gardens/community garden at the marc/",41.633276,-80.124376,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","47","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","PITTSBURGH ARSENAL","220 Zeroth Street","Pittsburgh","PA",15201,"","school-garden","","",40.467734,-79.962522,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",45,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","48","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","PITTSBURGH LANGLEY","2940 Sheraden Boulevard","Pittsburgh","PA",15204,"","school-garden","","",40.453644,-80.054031,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",46,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","49","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","PITTSBURGH LINDEN SCHOOL GARDEN","725 S Linden Avenue","Pittsburgh","PA",15208,"","school-garden","","http://pghlindenpta.wordpress.com",40.445514,-79.916283,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","50","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","PITTSBURGH MILLER AFRICAN CENTERED ACADEMY","2055 Bedford Avenue","Pittsburgh","PA",15219,"","school-garden","","",40.447077,-79.981061,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","51","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","PITTSBURGH MONTESSORI PREK 5","201 S Graham Street","Pittsburgh","PA",15206,"","school-garden","","",40.462489,-79.935596,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","53","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","PITTSBURGH URBAN CHRISTIAN SCHOOL","809 Center Street","Pittsburgh","PA",15221,"","school-garden","","http://pucs.org",40.441483,-79.882937,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","54","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","PROPEL HOMESTEAD","129 E Zeroth Avenue","Homestead","PA",15120,"","school-garden","","",40.405408,-79.910342,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","55","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","SSA FARM AT THE JUNIOR SCHOOL","400 S. Braddock","Pittsburgh","PA",15221,"","school-garden","","http://www.shadysideacademy.org/ssafarm",40.444237,-79.897476,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","56","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","SSA FARM AT THE MIDDLE SCHOOL","500 Squaw Run Road East","Pittsburgh","PA",15238,"","school-garden","","http://www.shadysideacademy.org/ssafarm",40.52817,-79.880648,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","57","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","SSA FARM AT THE SENIOR SCHOOL","423 Fox Chapel Road","Pittsburgh","PA",15238,"","school-garden","","http://www.shadysideacademy.org/ssafarm",40.52247,-79.882689,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","58","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","ST. PAUL AFRICAN METHODIST EPISCOPAL CHURCH","414 Orchard Place","Pittsburgh","PA",15210,"","school-garden","","",40.41792,-79.995982,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","59","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","THE ENVIRONMENTAL CHARTER LOWER SCHOOL EDIBLE SCHOOLYARD","309 South Braddock","Pittsburgh","PA",15221,"","school-garden","","http://www.environmentalcharterschool.org",40.444922,-79.895715,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","60","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","THE ENVIRONMENTAL CHARTER UPPER SCHOOL LIVING LABORATORY","829 Milton Street","Pittsburgh","PA",15218,"","school-garden","","http://www.environmentalcharterschool.org",40.436015,-79.89694,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","61","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","THE NEIGHBORHOOD ACADEMY","709 N Aiken Avenue","Pittsburgh","PA",15206,"","school-garden","","",40.472894,-79.932793,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","62","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","URBAN LEAGUE CHARTER SCHOOL","327 N Negley Avenue","Pittsburgh","PA",15206,"","school-garden","","",40.466733,-79.929864,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","63","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","WALDORF SCHOOL OF PITTSBURGH","201 S Winebiddle Street","Pittsburgh","PA",15224,"","school-garden","","",40.463958,-79.942294,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","64","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","WEST END CHILDREN'S CENTER","42 Wabash Street","Pittsburgh","PA",15220,"","school-garden","","",40.440192,-80.03457,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","65","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","FRICK GREENHOUSE","7227 Reynolds Street","Pittsburgh","PA",15208,"","commercial-urban-farm;grow-pittsburgh-site","","https://www.growpittsburgh.org/about-us/locations/frick-greenhouse/",40.447816,-79.901057,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","68","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","EAST FIELD COOPERATIVE GARDEN","5543 Black Street","Pittsburgh","PA",15206,"","community-garden","412.365.5716","https://www.facebook.com/groups/EastFieldGarden",40.469404,-79.928441,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","69","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","ELLIOTT COMMUNITY GARDEN","706 Lorenz Avenue","Pittsburgh","PA",15220,"","community-garden","4126575969","",40.44501,-80.039497,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","70","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","FINEVIEW COMMUNITY GARDEN","13 Carrie Street","Pittsburgh","PA",15212,"","community-garden","412 323 8288","",40.461294,-80.002021,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","71","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","FRAZIER FARMS COMMUNITY GARDEN","3638 Frazier Street","Pittsburgh","PA",15213,"","school-garden","","http://southoaklandpgh.org/",40.429735,-79.954579,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
"food-data/Cleaned_data_files//cleaned_growpgh.csv","72","Grow Pittsburgh","GP_garden_directory_listing-20210322.csv","","Grow PGH Garden","GARDEN OF ETNA","9 Short Alley","Pittsburgh","PA",15223,"","community-garden","412 486 3831","",40.496077,-79.945871,"Grow Pittsburgh","","",1,0,1,1,0,0,"open to all","no date/time;no county info",NA,NA,NA,"0","2021-08-24 00:33:43"
