id,source_org,source_file,original_id,type,name,address,city,state,zip_code,county,location_description,phone,url,latitude,longitude,latlng_source,date_from,date_to,SNAP,WIC,FMNP,fresh_produce,food_bucks,free_distribution,open_to_spec_group,data_issues
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,b7a3cdcb-3fa3-45b8-8fd0-ab6f536778a6,food bank site,Greensburg St. Clair Park,North Maple Avenue,Greensburg,PA,15601,,"Population Served: Any populations are eligible
Site Info: This pantry is located on the right side of the amphitheater
Time: 24/7
Additional Info: The Greensburg St. Clair Park Little Free Pantry accepts and distributes non perishables, paper and hygiene products",,https://www.downtowngreensburgpa.us/little-free-pantries/,40.30351200000001,-79.54179525,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,db34a7ac-a5ce-4a1a-8025-1f9d6b2a98fd,food bank site,Greensburg Lynch Field,520 New Alexandria Rd.,Greensburg,PA,15601,,"Population Served: Any populations are eligible
Site Info: Located in the pavilion next to the fire training tower
Time: 24/7
Additional Info: The Greensburg Lynch Field Little Free Pantry accepts and distributes non perishables, paper and hygiene products",,https://www.downtowngreensburgpa.us/little-free-pantries/,40.30934754394604,-79.53664444483304,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,f153fbfc-2c33-4454-86d6-783837d0f45a,food bank site,Bridge City Church Food Pantry,1200 Wolfe Avenue,North Braddock,PA,15104,,"Population Served: Need to call ahead and let them know you are coming. Anyone can come
Site Info: <font color=""#000000"" face=""proxima-nova""><span style=""font-size: 15px; letter-spacing: 0.45px; white-space: pre-wrap;""> Anyone is welcome regardless of income level, and there is no charge for these items.</span></font>
Time: Third Saturday of each month. Lunch is also served on distribution days at 11 am
Additional Info: <font color=""#000000"" face=""proxima-nova""><span style=""font-size: 15px; letter-spacing: 0.45px; white-space: pre-wrap;"">Our food pantry provides a variety of food items to families in the neighborhoods surrounding the church, including North Braddock, Braddock Hills, and East Pittsburgh. Anyone who has a need is eligible.</span></font>",412-824-1616  - select option for North Braddock Food Bank,https://www.bridgecitypgh.com/,40.40626012603333,-79.84580283742783,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,d6d333b9-98a9-4d05-84c3-1af3fe6a12a2,food bank site,Holy Cross Lutheran Chapel : Hazelwood,5319 2nd Ave,Pittsburgh,PA,15207,,"Population Served: All are welcome
Time: Generally Mon-Fri 10:30 am to 2:30 pm
Additional Info: Recommend that you wear gloves to pick up your food.  Feel free to call, someone can meet you to pick up.  Email is not preferred, please call!",412-465-5916,,40.40388899999999,-79.9420725,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,a6d6399f-cc19-4cfc-8e2c-c6c904527d8c,food bank site,Building Block of Natrona - Veggies for All,28 Garfield Street,Natrona Heights,PA,15065,,"Population Served: Open to any adult. You do not have to live in Natrona to be eligible. You do not have to show proof of income. One distribution/household
Site Info: Distributed from the Knights of Columbus hall. During COVID-19, distribution occurs at building entrance. Accessible location
Time: Monthly distribution. Occurs on third Saturday of each month .1-2:30 pm. <div><br /></div><div>Doors open at 1 pm. (Line typically starts by 12:30).  We partner with 412 Food Rescue and regularly receive donations to share with the community.</div>
Additional Info: We provide fresh produce through this program. Typically, based on donations, we have a mix of potatoes, carrots, peppers, oranges, baas, apples and lettuce. We also provide health/hygiene products at this event through a sister program called Cosmetics Closet. We often have soap, shampoo, toilet paper - usually we focus on one item/month",724-257-1117,https://www.facebook.com/events/677873892959940/,40.612688665820414,-79.72207549362335,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,aaf6ec26-e2c2-49e1-8d08-d2aafc0c2807,food bank site,United Presbyterian Church of New Kensington,601 5th Ave,New Kensington,PA,15068,,"Population Served: <font color=""#e4e6eb"" face=""Segoe UI Historic, Segoe UI, Helvetica, Arial, sans-serif""><span style=""font-size: 15px; white-space: pre-wrap; background-color: rgb(36, 37, 38);"">We continue to use the elevator door for drive up or walk up food distribution. FoWodbank hours start at 9am and we are done at 10.30am. If you can not make it by 10.30, please call the church and set up a Monday appointment 724-339-6618. If there is any food left over, we can give you your box Monday afternoon</span></font>
Time: (first Saturday after the first Thursday of the month)<div><br /></div><div>Hour for pick-up are as followed: </div><div>9:00 a.m. to 10:30 a.m.<br /></div>
Additional Info: If you are in need of Food, contact the church office at:<div><br /><div>Phone:  724-339-6618 </div><div><br /></div><div>E-mail:  churchoffice@tupcnk.org</div></div>",724-339-6618,http://www.tupcnk.org/missions/,40.56108778563005,-79.76419141787541,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,760a8bf6-ad08-4179-8725-d998792cc986,food bank site,Saint John Lutheran Church - Across from Carnegie Boys & Girls Club,601 Washington Avenue,Carnegie,PA,15106,,"Population Served: Children 18 and under
Time: 12 noon - 1 PM
Additional Info: Families can stop in for free groceries.  Please call 412-279-2952 Ext: 7 to arrange a time",,,40.405369168128466,-80.08327797683697,Greater Pittsburgh Community Food Bank,,,0,0,0,1,0,1,0,phone missing;url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,91fc6291-937f-45be-a9e9-021642b765f9,food bank site,Northview Heights Family Support Center,437 Mount Pleasant Road,Pittsburgh,PA,,,"Population Served: focus on families with infants or toddlers
Site Info: Family Support Center
Time: This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
Additional Info: This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead",412-323-1020,,40.478972760515944,-80.0010728836728,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,family_support,url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,78b9a2a7-40d9-4cbc-ba1b-7b50d8b7421e,food bank site,Mt. Ararat Community Center,745 North Negley Avenue,Pittsburgh,PA,15206,,"Population Served: 15206 residents and members of the Mount Ararat Baptist Church
Site Info: None
Time: Second Saturday of the month from 8 am - 10 am
Additional Info: Food and clothing bank. To participate on a monthly basis, residents must provide proof of address and proof of income. Non-residents can participate in emergency food program one time",(412) 441-1852,,40.46293209976698,-79.91416995099996,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,19c1ae2e-d54b-463d-9897-a532c39bfbc4,food bank site,Arlington Meals on Wheels,2201 Salisbury Street,Pittsburgh,PA,15210,,"Population Served: Contact for more details
Site Info: None
Time: None
Additional Info: Volunteers deliver free meals to senior citizens, the disabled, and homebound",412-381-7727,,40.419228691079994,-79.97544088961517,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,senior_citizens,url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,9b0e9151-78d2-41e5-9139-5dd3573a6649,food bank site,Salvation Army-Chartiers Valley,505 Washington Avenue,Carnegie,PA,15106,,"Population Served: Contact for more details
Site Info: None
Time: None
Additional Info: Runs a thrift store, clothing, offers meals to the low income, elderly, and homeless, and a number of other government and state assistance programs",412-276-4757,,40.40804464200005,-80.08335364799996,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,none_of_the_above,url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,8a84d083-0003-456c-a632-e5f6173ef2b1,food bank site,North Hills Food Bank,845 Perry Highway,Pittsburgh,PA,15229,,"Population Served: Everyone
Site Info: In the rear parking lot of Hiland Presbyterian Church in Ross
Time: Tuesdays and Thursdays from 10:00 am - 1:45 pm<div style=""text-align: center;""><br /></div>
Additional Info: None",(412) 366-7477,https://northhillsfoodbank.org/hours-and-location/,40.530594308539364,-80.0367125123681,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,af4127f7-d8e8-4c44-8da5-15cfb2b80691,food bank site,Dumplin Hall Food Pantry,502 Hay Street,Wilkinsburg,PA,15221,,"Population Served: everyone
Site Info: None
Time: None
Additional Info: None",412-727-2031,,40.44022747300005,-79.88763633099995,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,8672dff4-4e03-475b-b457-5e9d9ced4fdd,food bank site,Jefferson Manor Food Pantry,201 Jefferson Road,Pittsburgh,PA,15235,,"Population Served: Food Pantry is for residents of Jefferson Manor Only NOT OPEN TO THE PUBLIC
Time: Food Pantry is for residents of Jefferson Manor Only NOT OPEN TO THE PUBLIC
Additional Info: Food Pantry is for residents of Jefferson Manor Only NOT OPEN TO THE PUBLIC",412-242-7748,,40.465286261000074,-79.82276134999995,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,senior_citizens,url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,7447d028-80ee-4d8d-8220-ef9b9d0f0197,food bank site,Homestead Park United Methodist Church,4231 Shady Avenue,Munhall,PA,15120,,"Population Served: everyone
Site Info: <font color=""#5e5e5e"" face=""Quicksand, sans-serif""><span style=""font-size: 18px; background-color: rgb(255, 255, 255);"">Homeless Lunch Prep and Delivery</span></font>
Time: None
Additional Info: None",412-462-9030,https://hpumc.com/,40.37645297100005,-79.90372199399997,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,07e2b9bb-944a-40ca-8a3a-986683442f7a,food bank site,Prospect Community Food Pantry,24 Prospect Drive,East Pittsburgh,PA,15112,,"Population Served: everyone
Site Info: None
Time: None
Additional Info: None",412-824-1914,,40.40329070400003,-79.83513262199995,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,2f9ff721-699f-49bd-89db-f6bfe25b5724,food bank site,United Methodist Church Union - Daily Bread,114 W. North Ave,Pittsburgh,PA,15212,,"Population Served: This site is open to everyone
Site Info: Side entrance - food is takeout only at this time
Time: Tuesday, 11am-1pm
Thursday, 11am - 1pm
Sunday, 3pm - 5pm
Additional Info: At this time, we have take-out meal service only - one meal/person",4122314900,https://churchunion.org/,40.45534397954697,-80.0084478183374,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,67006f2f-49de-4dcf-b7fc-72d21b64e895,food bank site,Loaves & Fishes Food Pantry,4600 Old William Penn Highway,Murrysville,PA,15668,,"Population Served: everyone
Site Info: Serves the Murrysville, Export and Delmont areas. Contact NPC office at (724) 327-0061 for more information
Time: Call ahead for availability
Additional Info: Provides a 3 day supply of food to those who need it on an individual and emergency basis",724-327-0061,,40.328610000000026,-79.63825999999995,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,students,url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,9f47584d-800d-4099-bca8-fe868e6d22da,food bank site,Westmoreland County Food Bank,100 Devonshire Drive,Delmont,PA,15626,,"Population Served: Westmoreland residents
Site Info: Call for assistance and upcoming distributions
Time: None
Additional Info: None",(724) 468-8660,https://westmorelandfoodbank.org,40.39631988900004,-79.58210723599996,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,26a46b5d-3865-4314-882c-28d388e8abf7,food bank site,Latino Community Center,212 9th Street,Pittsburgh ,PA,15222,,"Population Served: Focused on distributing food to Latino families in Pittsburgh and Allegheny County
Site Info: Food baskets for delivery or pick-up.  To register, call (412) 335-7446 Monday through Wednesday
Time: To register, call (412) 335-7446 Monday through Wednesday
Additional Info: None",412-577-9395,https://www.latinocommunitycenter.org,40.44314700000002,-79.99825049999998,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,6efe0793-9127-461d-8c64-88c7734eaefc,food bank site,Lighthouse Ministries,1611 Fifth Ave,Arnold,PA,15068,,"Population Served: everyone
Site Info: call only
Time: call for emegency distribution box
Additional Info: call for emergency distribution box -  (724) 472-6477 or  (724) 980-4547", (724) 472-6477 or  (724) 980-4547,,40.57674002205337,-79.76800040039053,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,0e726fa2-a6c9-4bc3-8b3e-9867cc92e1e2,food bank site,Ridgewood Church Food Pantry,332 Center Avenue,West View,PA,15229,,"Population Served: All
Site Info: no
Time: Tuesdays 5:00 - 7:00 p.m.
Wednesdays 2:00 - 5:30 p.m
Additional Info: Currently offering coats, hats, scarves, and gloves. ",412-230-0209,https://www.facebook.com/ridgewoodfoodpantry/,40.515822000000014,-80.0223075,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,44d5d7e4-89b1-437c-8b34-360c4d91601e,food bank site,Salvation Army Greensburg,131 East Otterman Street,Greensburg,PA,15601,,"Population Served: Everyone
Site Info: Serves the following zip codes: 15619, 15633, 15601, 15636 and 15662
Time: Free bread distribution Mondays, Thursdays and Fridays at 10 am<div>Free hot lunch Mondays, Thursdays and Fridays at 11:30 am</div>
",724-834-3335,https://wpa.salvationarmy.org/WesternPennsylvania/greensburg,40.304138257934014,-79.5418904944807,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,75b71a66-976f-49ab-894b-f8f7234c005a,food bank site,Bethany Baptist Food Pantry,7745 Tioga Street,Pittsburgh,PA,15208,,"Population Served: All
Site Info: Use side door on Coral Street
Time: Every 3rd Saturday of the month, <div>12 p.m. – 2 p.m.</div>
",412-242-3255,https://wpa.salvationarmy.org/WesternPennsylvania/greensburg,40.380637500000006,-79.90859925,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,ccafd389-5960-4d84-8d4e-af7137680a86,food bank site,,376 Freeport Road,Blawnox,PA,15238,,"Population Served: All
Site Info: Blawnox Fire Department
Time: Mondays and Thursdays, 11:00 a.m. - 1:00 p.m
",412-418-6254,https://backpackforhunger.org,40.494317637515216,-79.86002619011487,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,43156cbe-7db0-4e68-8c80-6c79a9b1679d,food bank site,Hot Metal Bridge Faith Community,2700 Jane St,PIttsburgh,PA,15203,,"Population Served: All are welcome
Time: Tuesdays and Thursdays 5:30 - 6:30
Additional Info: We provide grab-and-go style hot meals",412-580-4219,,40.425226943929275,-79.96777132781972,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,url missing;
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,26e0ad5a-606a-4f1c-8d33-463729799228,food bank site,Fishes and Loaves Cooprative Ministries,131 E. Elizabeth St.,Pittsburgh,PA,15207,,"Population Served: We provide emergency food to people who are not able to get to the store. 
Priority is given to people who live in the greater Hazelwood area, but we do respond to other requests in case of dire emergency.
We also refer people to: https://www.pittsburghfoodbank.org/get-help/

Time: Monday and Thursday 1:30 PM to 4:30 PM
Additional Info: Priority given to people living within 5 miles of the site who need access to food. On occasion we can deliver food to home-bound persons",412-414-3125,https://fishes-and-loaves-hazelwood.org/,40.407877240175544,-79.93942574295033,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,0,
,Greater Pittsburgh Community Food Bank,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/COVID19_Food_Access_(PUBLIC)/FeatureServer,f8df4d81-6e3b-4602-8bed-33e43a78d59a,food bank site,Pittsburgh Mercy,101 West Station Square Drive,Pittsburgh,PA,15219,,"Population Served: Serve all adults with a mental health diagnosis (and have become a part of Mercy, through crisis center and other partners)
Site Info: Yes.  Pull in to the gatehouse (by Subway), use the brick walkway to the second set of doors
Time: Open 7:00am-3:00pm, Monday through Friday
Additional Info: none","412-471-6270, ext. 3104",https://www.pittsburghmercy.org,40.432455,-80.004069,Greater Pittsburgh Community Food Bank,,,0,0,0,0,0,1,none_of_the_above,
