id,source_org,source_file,original_id,type,name,address,city,state,zip_code,county,location_description,phone,url,latitude,longitude,latlng_source,date_from,date_to,SNAP,WIC,FMNP,fresh_produce,food_bucks,free_distribution,open_to_spec_group,data_issues
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,177143,summer meal site,Shaler Area Hs,381 Wible Run Rd,Pittsburgh,PA,15209,Allegheny, Service Type: Grab and Go; Site Hours: Contact site for details; Comments: Please contact the site to confirm the information.; ,,,40.480308,-79.976673,Allegheny County,June 07 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,179054,summer meal site,Emmanuel Lutheran Church,67 Grant Street,Pittsburgh,PA,15223,Allegheny,Site Hours: Contact site for details; Comments: Please contact the site to confirm the information.; ,,,40.43639133,-79.99890201,Allegheny County,June 07 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,177429,summer meal site,Mt. Lebanon Shs,155 Cochran Rd,Pittbusrgh,PA,15228,Allegheny,Site Location Info: C20 Entrance;  Service Type: Grab and Go; Site Hours: Monday through Friday this site provides breakfast and lunch for every child from 10:45 AM to 1:15 PM.; Comments: Please contact the site to confirm the information.; Site Instructions: The weekly menu can be found here: https://www.mtlsd.org/district/food-service,,,40.37571211,-80.05151279,Allegheny County,June 07 2021,August 30 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,177456,summer meal site,Plum Senior High,900 Elicker Road,Plum,PA,15239,Allegheny,Site Location Info: Gold Door 46;  Service Type: Grab and Go; Site Hours: Monday through Thursday this site provides breakfast and lunch for every child from 10:30 AM to 12:30 PM.; Comments: Please contact the site to confirm the information; Site Instructions: Gold Door 46,,,40.50821549,-79.77399822,Allegheny County,June 07 2021,August 31 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,148078,summer meal site,Bible Center Church,717 North Homewood Avenue,Pittsburgh,PA,15208,Allegheny," Service Type: Grab and Go; Site Hours: Monday, Wednesday and Friday this site delivers breakfast and lunch bundles from 9:00 AM - 1:00 PM; Comments: Please contact the site to confirm the information; ",,,40.45615426,-79.8967965,Allegheny County,June 07 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,148573,summer meal site,Holiday Park El Sch,313 Holiday Park Drive,Plum,PA,15239,Allegheny,Site Location Info: Gold Door 4;  Service Type: Grab and Go; Site Hours: Monday through Thursday this site provides breakfast and lunch for every child from 10:30 AM to 12:30 PM.; Comments: Please contact the site to confirm the information; Site Instructions: Gold Door 4,,,40.472811,-79.715097,Allegheny County,June 07 2021,August 31 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Emmanuel Lutheran Churh,66 Grant Ave,Pittsburgh,PA,15223,Allegheny, Service Type: Grab and Go; Site Hours: Tuesday through Friday this site will provide 1 breakfast and 1 lunch from 11:00 AM to 12:00 PM for every child.; ,,,40.505251,-79.949726,Allegheny County,June 07 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,The Community Builders - Meyers Ridge Townhomes,901 Gray St,Mckees Rocks,PA,15136,Allegheny, Service Type: Grab and Go; Site Hours: Monday to Saturday this site provides 1 breakfast and 1 lunch from 11:30 AM - 2:30 PM for every child; ,,,40.46938,-80.0654,Allegheny County,June 07 2021,August 21 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,178956,summer meal site,Duquesne City School District Administrative Business Office-Entrance Lobby,300 Kennedy Avenue,Duquesne,PA,15110,Allegheny," Service Type: Grab and Go; Site Hours: On Tuesday this site provides breakfast, lunch,  for every child. This site is open from 11:00 AM to 1:00 PM; Comments: Please contact the site to confirm the information.; ",,,40.3715993,-79.84788556,Allegheny County,June 08 2021,August 24 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,177515,summer meal site,Wilson Elementary School,100 Bruno Lane,Imperial,PA,15126,Allegheny, Service Type: Grab and Go; Site Hours: Tuesdays and Thursdays this site will be providing one week worth of breakfast and lunch bundles for every child from 10:00 AM to 1:00 PM.; Comments: Please contact the site to confirm the information; ,,,40.448808,-80.239788,Allegheny County,June 08 2021,August 12 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,177500,summer meal site,Thomas Jefferson Hs,830 Old Clairton Road,Jefferson Hills,PA,15025,Allegheny,Site Location Info: Entrance C117;  Service Type: Grab and Go; Site Hours: Contact site for details; Comments: Please contact the site to confirm the information.; ,,,40.297176,-79.9390845,Allegheny County,June 09 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Lincoln Park,7300 Ridgeview Ave,Penn Hills,PA,15235,Allegheny,Site Hours: Contact site for more information; ,,,40.467585,-79.885737,Allegheny County,June 14 2021,August 14 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Penn Hills Es,1079 Jefferson Road,Penn Hills,PA,15235,Allegheny, Service Type: Grab and Go; Site Hours: Contact site for more information; ,,,40.450496,-79.805719,Allegheny County,June 14 2021,August 14 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Penn Hills Hs,309 Collins Drive,Penn Hills,PA,15235,Allegheny, Service Type: Grab and Go; Site Hours: Contact site for more information; ,,,40.466451,-79.814218,Allegheny County,June 14 2021,August 14 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,New Pennley Place,5836 Penn Ave,Pittsburgh,PA,15206,Allegheny," Service Type: Grab and Go; Site Hours: Monday, Wednesday and Friday this site provides bundled breakfasts and lunches from 11:30 AM - 1:30 PM for every child; ",,,40.462018,-79.927453,Allegheny County,June 14 2021,August 21 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Careerworks Boys And Girls Club,409 Walnut St,Mckeesport,PA,15132,Allegheny,Site Location Info: Suite 204;  Service Type: Grab and Go; Site Hours: Monday to Friday this site provides 1 breakfast and 1 lunch from 11:00 AM - 1:00 PM for every child; ,,,40.351809,-79.864795,Allegheny County,June 14 2021,August 13 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Northside Partnership Project,2610 Maple Ave,Pittsburgh,PA,15044,Allegheny, Service Type: Sit Down (Congregate); Site Hours: Monday to Thursday this site provides dinner from 4:00 PM - 5:00 PM and a snack from 6:00 PM - 7:00 PM for every child; ,,,40.47184,-80.007848,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,118243,summer meal site,Greater Valley Community Services Inc,300 Holland Ave,Braddock,PA,15104,Allegheny," Service Type: Sit Down (Congregate); Site Hours: On Monday this site provides breakfast, for every child. This site is open from 9:00 AM to 10:00 AM,On Monday this site provides lunch,  for every child. This site is open from 12:00 PM to 1:00 PM; Comments: Please contact the site to confirm the information; ",,,40.40645542,-79.87157996,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,142070,summer meal site,Avonworth Community Park,498 Camp Horne Road,Pittsburgh,PA,15237,Allegheny, Service Type: Sit Down (Congregate); Site Hours: Monday to Friday this site provides 1 breakfast from 8:30 AM - 9:30 AM and 1 lunch from 11:30 AM - 1:00 PM for every child; Comments: Please contact the site to confirm the information; ,,,40.52195911,-80.08472951,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,181036,summer meal site,Sharpsburg Family Worship Center,610 Clay Street,Sharpsburg,PA,15215,Allegheny, Service Type: Grab and Go; Site Hours: Monday to Friday this site provides 1 breakfast and 1 lunch from 11:00 AM - 1:00 PM for every child; Comments: Please contact the site to confirm the information; ,,,40.495401,-79.9354215,Allegheny County,June 14 2021,August 13 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,178992,summer meal site,Eastmont Park,110 Peffer Road,Turtle Creek,PA,15145,Allegheny, Service Type: Sit Down (Congregate); Site Hours: Monday to Friday this site will provide lunch from 11:30 AM - 12:00 PM for every child; Comments: Please contact the site to confirm the information; ,,,40.41929342,-79.82886042,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,142198,summer meal site,Bjwl Groveton Village,511 Groveton Drive,Coraopolis,PA,15108,Allegheny, Service Type: Sit Down (Congregate); Site Hours: Monday to Friday this site provides 1 breakfast from 9:30 AM - 10:30 AM and 1 lunch from 12:30 PM - 1:30 PM for every child; Comments: Please contact the site to confirm the information; ,,,40.50476829,-80.14146089,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,177101,summer meal site,Bjwl Sheldon Park,480 Park Avenue,Natrona Heights,PA,15065,Allegheny, Service Type: Sit Down (Congregate); Site Hours: Monday to Friday this site provides 1 breakfast from 9:30 AM - 10:30 AM and 1 lunch from 12:30 PM - 1:30 PM for every child; Comments: Please contact the site to confirm the information; ,,,40.62314293,-79.72158257,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,142204,summer meal site,Bjwl Pleasant Ridge,251 Jefferson Drive,Mckees Rocks,PA,15136,Allegheny, Service Type: Sit Down (Congregate); Site Hours: Monday to Friday this site provides 1 breakfast from 9:30 AM - 10:30 AM and 1 lunch from 12:30 PM - 1:30 PM for every child; Comments: Please contact the site to confirm the information; ,,,40.47998996,-80.07645042,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,142203,summer meal site,Bjwl Orchard Park,1001 Ridge Street,Duquesne,PA,15110,Allegheny, Service Type: Sit Down (Congregate); Site Hours: Monday to Friday this site provides 1 breakfast from 9:30 AM - 10:30 AM and 1 lunch from 12:30 PM - 1:30 PM for every child; Comments: Please contact the site to confirm the information; ,,,40.36328372,-79.84737663,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,142205,summer meal site,Bjwl Prospect Terrace,138 Prospect Drive,East Pittsburgh,PA,15112,Allegheny, Service Type: Grab and Go; Site Hours: Monday to Friday this site provides 1 breakfast from 9:30 AM - 10:30 AM and 1 lunch from 12:30 PM - 1:30 PM for every child; Comments: Please contact the site to confirm the information; ,,,40.40406448,-79.83498286,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,181717,summer meal site,West Mifflin Area Hs,91 Commonwealth Avenue,West Mifflin,PA,15122,Allegheny, Service Type: Grab and Go; Site Hours: Meals served Mondays and Thursdays from 11-12.; Comments: Please contact the site to confirm the information; ,,,40.3828348,-79.87320933,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,42399,summer meal site,Cornell Sd,1099 Maple Street,Coraopolis,PA,15108,Allegheny, Service Type: Sit Down (Congregate); Site Hours: This site provides breakfast from 8:15 a.m. to 9:15 a.m. and lunch from 11:15-11:45 a.m. Monday through Thursday.; Comments: Please contact the site to confirm the information; ,,,40.508181,-80.163072,Allegheny County,June 14 2021,August 25 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,43679,summer meal site,Green Tree Wilson Park,10 WEST MANILLA DR,Pgh,PA,15220,Allegheny, Service Type: Grab and Go; Site Hours: Contact site for details; Comments: Please contact the site to confirm the information; ,,,40.418784,-80.0470395,Allegheny County,June 14 2021,August 31 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,44510,summer meal site,Keystone Oaks High School Entrance C31,1000 KELTON AVE,Pittsburgh,PA,15216,Allegheny, Service Type: Grab and Go; Site Hours: Contact site for details; Comments: Please contact the site to confirm the information; ,,,40.38677814,-80.03028645,Allegheny County,June 14 2021,August 31 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,180297,summer meal site,Myrtle Ave Elementary School,3724 Myrtle Avenue,Pittsburgh,PA,15234,Allegheny, Service Type: Grab and Go; Site Hours: Contact site for details; Comments: Please contact the site to confirm the information; ,,,40.3672706,-80.02409795,Allegheny County,June 14 2021,August 31 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,135392,summer meal site,Saint John'S Evangelical Lutheran Church,601 Washington Avenue,Carnegie,PA,15106,Allegheny, Service Type: Grab and Go; Site Hours: Contact site for details; Comments: Please contact the site to confirm the information; ,,,40.405311,-80.0832195,Allegheny County,June 14 2021,August 31 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Pitcairn Borough Building,609 Broadway Blvd,Pitcairn,PA,15140,Allegheny, Service Type: Grab and Go; Site Hours: Monday through Thursday this site provides 1 breakfast and 1 lunch from 11:00 AM to 1:00 PM for every child.; ,,,40.401991,-79.775862,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Ramsey Elementary,2200 Ramsey Road,Monroeville,PA,15146,Allegheny, Service Type: Grab and Go; Site Hours: Monday through Thursdays this site provides 1 breakfast and 1 lunch from 11:00 AM to 1:00 PM for every child.; ,,,40.408566,-79.747787,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Cleveland Steward Elementary,5000 Gateway Campus Blvd,Monroeville,PA,15146,Allegheny, Service Type: Grab and Go; Site Hours: Monday through Thursday this site provides 1 breakfast and 1 lunch from 11:00 AM to 1:00 PM for every child.; ,,,40.430096,-79.755069,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Evergreen Elementary,3831 Evergreen Drive,Monroeville,PA,15146,Allegheny, Service Type: Grab and Go; Site Hours: Monday through Thursday this site provides 1 breakfast and 1 lunch from 11:00 AM to 1:00 PM for every child.; ,,,40.445974,-79.771604,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Shaler Area High School,381 Wible Run Rd,Pittsburgh,PA,15209,Allegheny, Service Type: Grab and Go; Site Hours: Tuesday through Friday this site will provide 1 breakfast and 1 lunch from 11:00 AM to 12:00 PM for every child.; ,,,40.515277,-79.974476,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Cambridge Square Apartments,120 Cambridge Square Drive,Monroeville,PA,15146,Allegheny, Service Type: Grab and Go; Site Hours: Monday through Thursday this site provides 1 breakfast and 1 lunch from 11:00 AM to 1:00 PM for every child.; ,,,40.422578,-79.760213,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Verona United Methodist Church,798 Herron Ave,Verona,PA,15147,Allegheny, Service Type: Grab and Go; Site Hours: Monday to Friday this site provides 1 breakfast and 1 lunch from 10:30 AM - 1:30 PM for every child; ,,,40.5043,-79.83644,Allegheny County,June 14 2021,August 13 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Emmanuel Lutheran Church,1229 Jefferson Heights Road,Pittsburgh,PA,15212,Allegheny," Service Type: Grab and Go; Site Hours: Monday, Wednesday and Friday this site delivers breakfast and lunch bundles from 11:30 AM - 2:00 PM; ",,,40.442008,-79.81305,Allegheny County,June 14 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,88960,summer meal site,Warrington Recreation Center,329 E Warrington Avenue,Pittsburgh,PA,15210,Allegheny, Service Type: Grab and Go; Site Hours: Call CitiParks at 412-571-3291 for updated meal service times.; Comments: Please contact the site to confirm the information; ,,,40.421259,-80.0009145,Allegheny County,June 14 2021,August 13 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,115810,summer meal site,Northview Heights Youth Empowerment Program,415 MT Pleasant Road No,Pittsburgh,PA,15214,Allegheny,Site Location Info: Northview Heights BJWL;  Service Type: Grab and Go; Site Hours: Call CitiParks at 412-571-3291 for updated meal service times.; Comments: Please contact the site to confirm the information; ,,,40.479741,-80.001279,Allegheny County,June 14 2021,August 13 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,88210,summer meal site,Salvation Army - Homewood,8020 Frankstown Avenue,Pittsburgh,PA,15208,Allegheny, Service Type: Grab and Go; Site Hours: Call CitiParks at 412-571-3291 for updated meal service times.; Comments: Please contact the site to confirm the information; ,,,40.45543399,-79.8838209,Allegheny County,June 14 2021,August 13 2021,0,0,0,,0,1,children and teens 18 and younger,
,Allegheny County,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer,0,summer meal site,Kerr Elementary School,341 Kittanning Pike,Pittsburgh,PA,15215,Allegheny," Service Type: Grab and Go; Site Hours: On Wednesday this site provides breakfast, lunch,  for every child. This site is open from 9:30 AM to 11:30 AM; ",,,40.513082,-79.918512,Allegheny County,June 09 2021,August 20 2021,0,0,0,,0,1,children and teens 18 and younger,
