id,source_org,source_file,original_id,type,name,address,city,state,zip_code,county,location_description,phone,url,latitude,longitude,latlng_source,date_from,date_to,SNAP,WIC,FMNP,fresh_produce,food_bucks,free_distribution,open_to_spec_group,data_issues
,USDA Food and Nutrition Service,Summer_Meal_Sites_2019.csv,46437,summer meal site,Pittsburgh Science & Technology Academy 6-12,107 Thackeray St.,Pittsburgh,PA,,Allegheny,,4125297629x7629,,40.44319647,-79.95673223,USDA Food and Nutrition Service,2019-06-17,2019-07-29,0,0,0,,0,1,children and teens 18 and younger,zip_code missing;
,USDA Food and Nutrition Service,Summer_Meal_Sites_2019.csv,116339,summer meal site,Second East Hills Apartments,2291 Wilner Drive (East Hills - Bjwl),Pittsburgh,PA,,Allegheny,,4127277756.0,,40.45433885,-79.86986487,USDA Food and Nutrition Service,2019-06-17,2019-08-23,0,0,0,,0,1,children and teens 18 and younger,zip_code missing;
,USDA Food and Nutrition Service,Summer_Meal_Sites_2019.csv,116749,summer meal site,Wadsworth Hall,Oakhill Bjwl (480 Oakhill Drive),Pittsburgh,PA,,Allegheny,,4122515271.0,,40.44106434,-79.9700436,USDA Food and Nutrition Service,2019-06-17,2019-08-23,0,0,0,,0,1,children and teens 18 and younger,zip_code missing;
,USDA Food and Nutrition Service,Summer_Meal_Sites_2019.csv,114167,summer meal site,Bedford Dwellings,2275 Bedford Avenue (Rear) (Bjwl),Pittsburgh,PA,,Allegheny,,4125780495.0,,40.44924777,-79.97594318,USDA Food and Nutrition Service,2019-06-17,2019-08-23,0,0,0,,0,1,children and teens 18 and younger,zip_code missing;
,USDA Food and Nutrition Service,Summer_Meal_Sites_2019.csv,115810,summer meal site,Northview Heights Youth Empowerment Program,415 Mt Pleasant Road (Northview Heights Bjwl),Pittsburgh,PA,,Allegheny,,4123258100.0,,40.47955824,-80.00148547,USDA Food and Nutrition Service,2019-06-17,2019-08-23,0,0,0,,0,1,children and teens 18 and younger,zip_code missing;
,USDA Food and Nutrition Service,Summer_Meal_Sites_2019.csv,52782,summer meal site,Jubilee Association,5325 Penn Avenue (Rear),Pittsburgh,PA,,Allegheny,,4126655213.0,,40.46465986,-79.93841971,USDA Food and Nutrition Service,2019-06-24,2019-08-23,0,0,0,,0,1,children and teens 18 and younger,zip_code missing;
,USDA Food and Nutrition Service,Summer_Meal_Sites_2019.csv,115139,summer meal site,Homewood-North Community Center,10 Albertice Street (Bjwl),Pittsburgh,PA,,Allegheny,,4122412230.0,,40.45884032,-79.88660176,USDA Food and Nutrition Service,2019-06-17,2019-08-23,0,0,0,,0,1,children and teens 18 and younger,zip_code missing;
,USDA Food and Nutrition Service,Summer_Meal_Sites_2019.csv,114109,summer meal site,Arlington Center,3123 Cordell Place (Arlington Bjwl),Pittsburgh,PA,,Allegheny,,4124311305.0,,40.41799301,-79.96283079999999,USDA Food and Nutrition Service,2019-06-17,2019-08-23,0,0,0,,0,1,children and teens 18 and younger,zip_code missing;
,USDA Food and Nutrition Service,Summer_Meal_Sites_2019.csv,53727,summer meal site,Moore Park,1801 Pioneer Avenue,Pittsburgh,PA,,Allegheny,,4122443911.0,,40.40561916,-80.01500128,USDA Food and Nutrition Service,2019-06-17,2019-08-23,0,0,0,,0,1,children and teens 18 and younger,zip_code missing;
,USDA Food and Nutrition Service,Summer_Meal_Sites_2019.csv,114215,summer meal site,Bjwl - Hazelwood,895 Johnston Avenue,Pittsburgh,PA,,Allegheny,,4125217601.0,,40.40630169,-79.92902492,USDA Food and Nutrition Service,2019-06-17,2019-08-23,0,0,0,,0,1,children and teens 18 and younger,zip_code missing;
,USDA Food and Nutrition Service,Summer_Meal_Sites_2019.csv,115747,summer meal site,New Hope Church,2710 Shadeland Avenue,Pittsburgh,PA,,Allegheny,,4127662728.0,,40.46963231,-80.03026232,USDA Food and Nutrition Service,2019-07-01,2019-08-01,0,0,0,,0,1,children and teens 18 and younger,zip_code missing;
