id,facility_name,num,street,city,state,zip,municipal,category_cd,description,p_code,fdo,bus_st_date,seat_count,noroom,sq_feet,status,placard_st,x,y,address
2.01209E+11,American Natural #5,3800,Walnut Street,Mc Keesport,PA,15132,McKeesport,114,Chain Retail/Convenience Store,1,8/29/12,8/29/12,0,,800,1,1,-79.83971679,40.32552433,3800 Walnut Street Mc Keesport PA 15132
2.01209E+11,American Natural #9,5738,Smithfield Street,Mc Keesport,PA,15135,Elizabeth Township,114,Chain Retail/Convenience Store,1,8/28/12,8/28/12,0,,800,1,1,-79.82480854,40.31104378,5738 Smithfield Street Mc Keesport PA 15135
2.01209E+11,AIU Woodland Hills Braddock Headstart,416,Library Street,Braddock,PA,15104,Braddock,403,Child Food Service,1,8/24/12,8/24/12,0,,350,7,1,-79.86503121,40.40140798,416 Library Street Braddock PA 15104
2.01209E+11,Sandy Lake,1500 - B,MacAurthur Drive,Dravosburg,PA,15034,Dravosburg,115,Packaged Food Only,2,8/29/12,8/29/12,0,,60,1,1,,,1500 - B MacAurthur Drive Dravosburg PA 15034
2.01209E+11,Feast on Brilliant,27,Brilliant Avenue,Pittsburgh,PA,15215,Aspinwall,211,Restaurant without Liquor,1,9/1/12,9/1/12,0,,0,1,1,-79.9011919,40.48972764,27 Brilliant Avenue Pittsburgh PA 15215
2.01209E+11,American Natural,73,Carson Street,Pittsburgh,PA,15219,Pittsburgh-117,114,Chain Retail/Convenience Store,1,8/23/12,8/23/12,0,,800,1,1,,,73 Carson Street Pittsburgh PA 15219
2.01209E+11,Miss Saigon88 Cafe,256,Craig Street,Pittsburgh,PA,15213,Pittsburgh-104,212,Chain Restaurant without Liquor,1,8/30/12,8/30/12,30,,0,7,1,,,256 Craig Street Pittsburgh PA 15213
2.01209E+11,AIU Highlands I Headstart,415,4th Avenue,Tarentum,PA,15084,Tarentum,403,Child Food Service,1,9/4/12,9/4/12,0,,300,1,1,,,415 4th Avenue Tarentum PA 15084
2.01209E+11,US Gas,4215,Ohio River Boulevard,Pittsburgh,PA,15202,Bellevue,115,Packaged Food Only,2,9/4/12,9/4/12,0,,1000,1,1,-80.05610144,40.48740782,4215 Ohio River Boulevard Pittsburgh PA 15202
2.01209E+11,The Burgh Sportz Bar,,Pgh Intl Airport / SE-1,Pittsburgh,PA,15231,Findlay,202,Chain Restaurant with Liquor,1,9/7/12,9/7/12,36,,0,1,1,,,Pgh Intl Airport / SE-1 Pittsburgh PA 15231
2.01209E+11,Barrack Obama Academy 6-12 Cafeteria,515,Highland Avenue,Pittsburgh,PA,15206,Pittsburgh-111,651,School Full Service Kitchen,9,8/30/12,8/30/12,0,,1950,1,1,,,515 Highland Avenue Pittsburgh PA 15206
2.01209E+11,Voluto / Commonplace Coffee,5467,Penn Avenue,Pittsburgh,PA,15206,Pittsburgh-111,211,Restaurant without Liquor,1,9/4/12,9/4/12,18,,0,1,1,-79.93316615,40.46460225,5467 Penn Avenue Pittsburgh PA 15206
2.01209E+11,Emma's Cafe & Deli,615,Washington Road,Pittsburgh,PA,15228,Mt Lebanon,212,Chain Restaurant without Liquor,1,9/5/12,9/5/12,23,,0,7,1,-80.04375682,40.38234685,615 Washington Road Pittsburgh PA 15228
2.01209E+11,Co Go's #1780,3402,Main Street,Homestead,PA,15120,Munhall,114,Chain Retail/Convenience Store,2,9/5/12,9/5/12,0,,2070,1,1,-79.90302766,40.38652065,3402 Main Street Homestead PA 15120
2.01209E+11,Sue's Confections,7395,Schley Avenue,Pittsburgh,PA,15218,Swissvale,172,Food Processor,2,9/6/12,9/6/12,0,,84,7,1,-79.89003805,40.42047365,7395 Schley Avenue Pittsburgh PA 15218
2.01209E+11,American Natural #12,103,22nd Avenue,Homestead,PA,15120,Munhall,114,Chain Retail/Convenience Store,1,9/7/12,9/7/12,0,,2500,1,1,,,103 22nd Avenue Homestead PA 15120
2.01209E+11,Domino's Pizza #9082,1300,Brodhead Road,Coraopolis,PA,15108,Moon,212,Chain Restaurant without Liquor,1,9/7/12,9/7/12,0,,0,1,1,-80.22927718,40.53498079,1300 Brodhead Road Coraopolis PA 15108
2.01209E+11,Sheetz #189,1505,Pittsburgh Street,Cheswick,PA,15024,Cheswick,114,Chain Retail/Convenience Store,1,8/24/12,8/24/12,0,,6407,1,1,-79.79880476,40.54201072,1505 Pittsburgh Street Cheswick PA 15024
2.01209E+11,Drop Back Inn,809,Garfield Street,Springdale,PA,15144,Springdale Borough,201,Restaurant with Liquor,1,11/1/12,11/1/12,35,,0,7,1,-79.77910493,40.53946638,809 Garfield Street Springdale PA 15144
2.01209E+11,"Environmental Charter School, Lower School",309,Braddock Avenue,Pittsburgh,PA,15221,Pittsburgh-114,653,School Satellite Kitchen,1,8/16/12,8/16/12,0,,480,1,1,,,309 Braddock Avenue Pittsburgh PA 15221
2.01209E+11,Burgatory,300,McHolme Drive,Pittsburgh,PA,15275,North Fayette,202,Chain Restaurant with Liquor,0,9/14/12,9/14/12,92,,0,1,1,-80.17416323,40.44889654,300 McHolme Drive Pittsburgh PA 15275
2.01209E+11,Bella Cucina,4925,Cheyenne Court,Gibsonia,PA,15044,Hampton,100,Caterer,1,9/7/12,9/7/12,0,,340,1,1,-79.92973498,40.60332858,4925 Cheyenne Court Gibsonia PA 15044
2.01209E+11,Floreffe Hotel Bar & Pizza,1617,State  Street,Clairton,PA,15025,Jefferson,201,Restaurant with Liquor,1,8/29/12,8/29/12,12,,0,1,1,-79.91714261,40.25960929,1617 State  Street Clairton PA 15025
2.01209E+11,The Fan Club Sports Bar,314,Airbrake Avenue,Wilmerding,PA,15148,Wilmerding,201,Restaurant with Liquor,1,9/17/12,9/17/12,36,,0,1,1,-79.80594429,40.39557317,314 Airbrake Avenue Wilmerding PA 15148
2.01209E+11,Cavo,1916,Smallman Street,Pittsburgh,PA,15222,Pittsburgh-102,202,Chain Restaurant with Liquor,0,9/18/12,9/18/12,50,,0,1,1,-79.98464287,40.45149011,1916 Smallman Street Pittsburgh PA 15222
2.01209E+11,Subway Salads & Sandwiches #56580,264,Mt Nebo Pointe Drive,Pittsburgh,PA,15237,Ohio,212,Chain Restaurant without Liquor,1,9/14/12,9/14/12,30,,0,1,1,,,264 Mt Nebo Pointe Drive Pittsburgh PA 15237
2.01209E+11,Fernando's Cafe,963,Liberty Avenue,Pittsburgh,PA,15222,Pittsburgh-102,201,Restaurant with Liquor,1,9/13/12,9/13/12,50,,0,1,1,-79.995818,40.4437682,963 Liberty Avenue Pittsburgh PA 15222
2.01209E+11,Pitt's Dogg'n It,260,Atwood Street,Pittsburgh,PA,15213,Pittsburgh-104,115,Packaged Food Only,2,9/12/12,9/12/12,0,,100,1,1,-79.95618092,40.43962842,260 Atwood Street Pittsburgh PA 15213
2.01209E+11,Controversy,1635,W Carson Street,Pittsburgh,PA,15219,Pittsburgh-119,201,Restaurant with Liquor,1,9/19/12,9/19/12,72,,0,1,1,-80.02346211,40.4421856,1635 W Carson Street Pittsburgh PA 15219
2.01209E+11,7 Eleven #35967,710,5th Avenue,Mc Keesport,PA,15132,McKeesport,114,Chain Retail/Convenience Store,1,9/18/12,9/18/12,0,,700,7,1,,,710 5th Avenue Mc Keesport PA 15132
2.01209E+11,LiLi Cafe',3138,Dobson Street,Pittsburgh,PA,15219,Pittsburgh-106,211,Restaurant without Liquor,1,9/18/12,9/18/12,30,,0,7,1,-79.96586594,40.45746774,3138 Dobson Street Pittsburgh PA 15219
2.01209E+11,Johnny Mac's,4681,Old Wm Penn  Highway,Monroeville,PA,15146,Monroeville,211,Restaurant without Liquor,1,9/18/12,9/18/12,20,,0,7,1,,,4681 Old Wm Penn  Highway Monroeville PA 15146
2.01209E+11,Oakland Planning & Development Corp / School 2 Career,286,Semple Street,Pittsburgh,PA,15213,Pittsburgh-104,403,Child Food Service,1,9/19/12,9/19/12,0,,100,1,1,-79.95748174,40.43891441,286 Semple Street Pittsburgh PA 15213
2.01209E+11,21st Street Coffee & Tea,2002,Smallman Street,Pittsburgh,PA,15222,Pittsburgh-102,202,Chain Restaurant with Liquor,1,9/19/12,9/19/12,25,,0,7,1,-79.98435975,40.45166255,2002 Smallman Street Pittsburgh PA 15222
2.01209E+11,David's Diner,2800,Freeport Road,Springdale,PA,15144,Springdale Township,211,Restaurant without Liquor,1,9/21/12,9/21/12,35,,0,1,1,-79.77099103,40.55582664,2800 Freeport Road Springdale PA 15144
2.01209E+11,American Natural #14,2619,Wexford Bayne Road,Sewickley,PA,15143,Franklin Park,114,Chain Retail/Convenience Store,1,8/30/12,8/30/12,30,,4880,1,1,-80.09900991,40.61482212,2619 Wexford Bayne Road Sewickley PA 15143
2.01209E+11,7 Eleven #36122A,22,Grant Avenue,Pittsburgh,PA,15223,Etna,114,Chain Retail/Convenience Store,1,9/17/12,9/17/12,0,,2600,1,1,-79.94864633,40.50404893,22 Grant Avenue Pittsburgh PA 15223
2.01209E+11,Yogli Mogli Mt Lebanon,695,Washington Rd,Pittsburgh,PA,15228,Mt Lebanon,212,Chain Restaurant without Liquor,1,9/20/12,9/20/12,16,,0,7,1,-80.04446336,40.38032917,695 Washington Rd Pittsburgh PA 15228
2.01209E+11,Party City #735,120,Quinn Drive,Pittsburgh,PA,15275,North Fayette,114,Chain Retail/Convenience Store,2,9/24/12,9/24/12,0,,400,1,1,-80.17988385,40.44676048,120 Quinn Drive Pittsburgh PA 15275
2.01209E+11,Stone Neapolitan Pizzeria,300,Liberty Avenue,Pittsburgh,PA,15222,Pittsburgh-101,201,Restaurant with Liquor,1,9/19/12,9/19/12,36,,0,1,1,-80.00625672,40.44056224,300 Liberty Avenue Pittsburgh PA 15222
2.01209E+11,700 Pizza & Gyro House,700,Broadway Avenue,Mc Kees Rocks,PA,15136,Stowe,211,Restaurant without Liquor,0,9/24/12,9/24/12,30,,0,7,1,-80.07317858,40.47256503,700 Broadway Avenue Mc Kees Rocks PA 15136
2.01209E+11,Le Cupcake Shoppe,109,Capital Avenue,Pittsburgh,PA,15226,Pittsburgh-119,117,Bakery,1,9/24/12,9/24/12,0,,500,1,1,-80.01848475,40.40492695,109 Capital Avenue Pittsburgh PA 15226
2.01209E+11,Noodlehead,242,Highland Avenue,Pittsburgh,PA,15206,Pittsburgh-107,211,Restaurant without Liquor,0,9/24/12,9/24/12,70,,0,1,1,-80.03661468,40.52246983,242 Highland Avenue Pittsburgh PA 15206
2.01209E+11,Egghead's Saloon,1162,Brookline Boulevard,Pittsburgh,PA,15226,Pittsburgh-119,201,Restaurant with Liquor,1,9/25/12,9/25/12,15,,0,1,1,-80.01346119,40.39194852,1162 Brookline Boulevard Pittsburgh PA 15226
2.0121E+11,Rite Aid Phamacies #10934,2336,Ardmore Boulevard,Pittsburgh,PA,15221,Forest Hills,116,Chain Packaged Food Only,2,9/21/12,9/21/12,0,,500,1,1,-79.84898784,40.41521237,2336 Ardmore Boulevard Pittsburgh PA 15221
2.0121E+11,KDog's Hot Dogs -n-Nat Cart #1 MFF3,908,Evans Avenue,Mc Keesport,PA,15132,McKeesport,119,Mobile,1,9/24/12,9/24/12,0,,1,1,1,-79.84960338,40.3474935,908 Evans Avenue Mc Keesport PA 15132
2.0121E+11,K-Dogs's Commissary,900,Summit Street,Mc Keesport,PA,15132,McKeesport,120,Commissary,1,9/24/12,9/24/12,0,,100,7,1,-79.83013055,40.35375692,900 Summit Street Mc Keesport PA 15132
2.0121E+11,CIO Stores #14 Marathon,1909,Painters Run Road,Pittsburgh,PA,15241,Upper St Clair,114,Chain Retail/Convenience Store,1,9/27/12,9/27/12,0,,1600,1,1,-80.08623901,40.3636317,1909 Painters Run Road Pittsburgh PA 15241
2.0121E+11,BRGR Truck Mobile (ZCK1033) MFF 4,20111,State Route 19,Cranberry Township,PA,16066,Out Of County,119,Mobile,1,9/28/12,9/28/12,0,,1,1,1,,,20111 State Route 19 Cranberry Township PA 16066
2.0121E+11,St. Benedict the Moor School,631,Watt Street,Pittsburgh,PA,15219,Pittsburgh-105,651,School Full Service Kitchen,9,10/2/12,10/2/12,0,,100,1,1,-79.97121134,40.4494686,631 Watt Street Pittsburgh PA 15219
2.0121E+11,Denise's Diner,2332,Arlington Avenue,Pittsburgh,PA,15210,Pittsburgh-116,211,Restaurant without Liquor,1,10/1/12,10/1/12,16,,0,7,1,-79.97325968,40.41722181,2332 Arlington Avenue Pittsburgh PA 15210
2.0121E+11,Cinco Mexican Restaurant,1600,Painters Run Road,Pittsburgh,PA,15243,Upper St Clair,201,Restaurant with Liquor,0,10/2/12,10/2/12,104,,0,7,1,-80.0701762,40.36173874,1600 Painters Run Road Pittsburgh PA 15243
2.0121E+11,Hilton Garden Inn / The Garden Grille & Bar,3454,Forbes  Avenue,Pittsburgh,PA,15213,Pittsburgh-104,202,Chain Restaurant with Liquor,0,10/3/12,10/3/12,255,,0,1,1,-79.95941335,40.43942607,3454 Forbes  Avenue Pittsburgh PA 15213
2.0121E+11,BnD'z Burgerz & Dogz,4120,Brownsville Road,Library,PA,15129,South Park,211,Restaurant without Liquor,1,10/5/12,10/5/12,40,,0,1,1,-80.02189331,40.28679095,4120 Brownsville Road Library PA 15129
2.0121E+11,South Philly Steak & Fries #4813,301,South Hills Village,Pittsburgh,PA,15241,Bethel Park,212,Chain Restaurant without Liquor,0,10/4/12,10/4/12,0,,0,1,1,,,301 South Hills Village Pittsburgh PA 15241
2.0121E+11,CMU / Nakama Express / Resnik House,5000,Forbes Avenue,Pittsburgh,PA,15213,Pittsburgh-114,212,Chain Restaurant without Liquor,1,10/5/12,10/5/12,0,,0,1,1,-79.94339579,40.44420502,5000 Forbes Avenue Pittsburgh PA 15213
2.0121E+11,Fueland,921,Brodhead Road,Coraopolis,PA,15108,Moon,114,Chain Retail/Convenience Store,1,8/28/12,8/28/12,0,,464,7,1,-80.2220983,40.51685625,921 Brodhead Road Coraopolis PA 15108
2.0121E+11,Robert Morris Wheatley Center Cafe',6001,University Boulevard,Coraopolis,PA,15108,Moon,211,Restaurant without Liquor,1,9/25/12,9/25/12,95,,0,1,1,-80.21574982,40.51973343,6001 University Boulevard Coraopolis PA 15108
2.0121E+11,1313 Bar,1313,Kennedy  Avenue,Duquesne,PA,15110,Duquesne,201,Restaurant with Liquor,1,10/4/12,10/4/12,30,,0,1,1,-79.85623629,40.36706908,1313 Kennedy  Avenue Duquesne PA 15110
2.0121E+11,Thai Cottage,1109,Braddock  Avenue,Pittsburgh,PA,15218,Edgewood,211,Restaurant without Liquor,1,10/9/12,10/9/12,40,,0,1,1,,,1109 Braddock  Avenue Pittsburgh PA 15218
2.0121E+11,Soft Serve Dee-lite,653,Miller Avenue,Clairton,PA,15025,Clairton,211,Restaurant without Liquor,1,10/4/12,10/4/12,0,,0,7,1,-79.88410683,40.29105467,653 Miller Avenue Clairton PA 15025
2.0121E+11,Cafe' Avalon,2599,Wexford Bayne Road,Sewickley,PA,15143,Franklin Park,211,Restaurant without Liquor,0,8/20/12,8/20/12,24,,0,1,1,-80.10104187,40.61411283,2599 Wexford Bayne Road Sewickley PA 15143
2.0121E+11,Ramen Bar,5860,Forbes Avenue,Pittsburgh,PA,15217,Pittsburgh-114,211,Restaurant without Liquor,0,9/24/12,9/24/12,50,,0,1,1,-79.92061885,40.43781242,5860 Forbes Avenue Pittsburgh PA 15217
2.0121E+11,Caliente Pizza & Draft House,4624,Liberty  Avenue,Pittsburgh,PA,15224,Pittsburgh-108,202,Chain Restaurant with Liquor,0,9/28/12,9/28/12,40,,0,1,1,-79.95014512,40.46199499,4624 Liberty  Avenue Pittsburgh PA 15224
2.0121E+11,Mei A Asian Grocery,228,5th Avenue,Mc Keesport,PA,15132,McKeesport,115,Packaged Food Only,1,10/10/12,10/10/12,0,,2000,7,1,-79.86529691,40.35078104,228 5th Avenue Mc Keesport PA 15132
2.0121E+11,Strange Roots Experimental Ales,501,Ohio Street,Pittsburgh,PA,15209,Millvale,201,Restaurant with Liquor,1,11/1/12,11/1/12,30,,0,1,1,,,501 Ohio Street Pittsburgh PA 15209
2.0121E+11,EZ Energy #355 / 7 Eleven #36200H,1600,S Braddock Avenue,Pittsburgh,PA,15218,Swissvale,114,Chain Retail/Convenience Store,1,10/9/12,10/9/12,0,,1026,7,1,-79.89075392,40.42684494,1600 S Braddock Avenue Pittsburgh PA 15218
2.0121E+11,El Burro Comedor,1108,Federal Street,Pittsburgh,PA,15212,Pittsburgh-122,211,Restaurant without Liquor,1,10/10/12,10/10/12,0,,0,1,1,-80.00653562,40.45588352,1108 Federal Street Pittsburgh PA 15212
2.0121E+11,Bob's Sub,215,Smithfield Street,Pittsburgh,PA,15222,Pittsburgh-101,212,Chain Restaurant without Liquor,1,10/11/12,10/11/12,30,,0,1,1,-80.00009573,40.43813789,215 Smithfield Street Pittsburgh PA 15222
2.0121E+11,EZ Energy #352 / 7 Eleven #36197H,365,East Main Street,Carnegie,PA,15106,Carnegie,116,Chain Packaged Food Only,2,10/12/12,10/12/12,0,,504,7,1,-80.08293967,40.41014955,365 East Main Street Carnegie PA 15106
2.0121E+11,EZ Energy #315 / 7 Eleven #36195H,2,Heckle Road,Mc Kees Rocks,PA,15136,Kennedy,114,Chain Retail/Convenience Store,1,10/15/12,10/15/12,0,,2400,1,1,,,2 Heckle Road Mc Kees Rocks PA 15136
2.0121E+11,Sal's City Deli,245,7th Avenue,Pittsburgh,PA,15222,Pittsburgh-102,201,Restaurant with Liquor,0,10/17/12,10/17/12,49,,0,7,1,,,245 7th Avenue Pittsburgh PA 15222
2.0121E+11,Dalessandro's Snack Bar,900,Cedar Blvd,Pittsburgh,PA,15228,Mt Lebanon,211,Restaurant without Liquor,1,10/17/12,10/17/12,0,,0,7,1,-80.0553284,40.37405479,900 Cedar Blvd Pittsburgh PA 15228
2.0121E+11,EZ Energy #312 / 7 Eleven Store #36192H,650,Clairton Boulevard,Pittsburgh,PA,15236,Pleasant Hills,114,Chain Retail/Convenience Store,1,10/16/12,10/16/12,0,,2477,7,1,-79.94539654,40.32891575,650 Clairton Boulevard Pittsburgh PA 15236
2.0121E+11,EZ Energy #309 / 7 Eleven Store #36189H,6250,Library  Road,Bethel Park,PA,15102,Bethel Park,114,Chain Retail/Convenience Store,1,10/16/12,10/16/12,0,,1800,1,1,-80.03114452,40.29345312,6250 Library  Road Bethel Park PA 15102
2.0121E+11,Pacific Sanctuary / Earthen Vessels Outreach,250,Pacific Avenue,Pittsburgh,PA,15224,Pittsburgh-108,410,Community Service Facility,1,10/18/12,10/18/12,0,,650,1,1,,,250 Pacific Avenue Pittsburgh PA 15224
2.0121E+11,Pomegranate Catering,5915,Beacon Avenue,Pittsburgh,PA,15217,Pittsburgh-114,101,Transient Caterer,1,10/23/12,10/23/12,0,,1000,7,1,,,5915 Beacon Avenue Pittsburgh PA 15217
2.0121E+11,Manny's Wok,3075,Clairton Boulevard,West Mifflin,PA,15123,West Mifflin,211,Restaurant without Liquor,1,10/17/12,10/17/12,0,,0,7,1,,,3075 Clairton Boulevard West Mifflin PA 15123
2.0121E+11,Good Cents Grocery & More #5513,7215,McKnight  Road,Pittsburgh,PA,15238,Ross,112,Chain Supermarket,1,11/4/12,11/4/12,0,,53000,7,1,-80.01236531,40.53591431,7215 McKnight  Road Pittsburgh PA 15238
2.0121E+11,7 Eleven #35968A,525,Perry Highway,Pittsburgh,PA,15229,West View,114,Chain Retail/Convenience Store,1,9/18/12,9/18/12,0,,2000,1,1,-80.03501211,40.52248965,525 Perry Highway Pittsburgh PA 15229
2.0121E+11,EZ Energy #361 / 7 Eleven #36205H,6106,Saltsburg Road,Verona,PA,15147,Penn Hills,114,Chain Retail/Convenience Store,1,10/12/12,10/12/12,0,,2700,7,1,-79.81889502,40.48408783,6106 Saltsburg Road Verona PA 15147
2.0121E+11,Aldi #79,2628,Carson Street,Pittsburgh,PA,15203,Pittsburgh-116,114,Chain Retail/Convenience Store,1,10/23/12,10/23/12,0,,18691,1,1,,,2628 Carson Street Pittsburgh PA 15203
2.0121E+11,Park Pizza & Ice Cream,7600,Forbes Avenue,Pittsburgh,PA,15221,Pittsburgh-114,211,Restaurant without Liquor,1,10/22/12,10/22/12,12,,0,1,1,-79.89725574,40.43955464,7600 Forbes Avenue Pittsburgh PA 15221
2.0121E+11,EZ Energy #357 / 7 Eleven #36201H,10594,Perry Highway,Wexford,PA,15090,McCandless,114,Chain Retail/Convenience Store,2,10/12/12,10/12/12,0,,685,7,1,-80.0541056,40.61269764,10594 Perry Highway Wexford PA 15090
2.0121E+11,CVS / Pharmacy #10034,611,Duncan Avenue,Pittsburgh,PA,15237,McCandless,116,Chain Packaged Food Only,2,10/17/12,10/17/12,0,,2300,1,1,-80.02331099,40.56793333,611 Duncan Avenue Pittsburgh PA 15237
2.0121E+11,Natoli's Market,5045,Bakerstown Road,Gibsonia,PA,15044,Pine,113,Retail/Convenience Store,1,10/17/12,10/17/12,0,,1200,1,1,-80.00381209,40.66179221,5045 Bakerstown Road Gibsonia PA 15044
2.0121E+11,EZ Energy #305 / 7 Eleven #36185H,2269,Noblestown Road,Pittsburgh,PA,15205,Pittsburgh-128,114,Chain Retail/Convenience Store,1,10/22/12,10/22/12,0,,1712,7,1,-80.05319553,40.42809177,2269 Noblestown Road Pittsburgh PA 15205
2.0121E+11,"Hook, Fish & Chicken",10,Ormsby Avenue,Pittsburgh,PA,15210,Mt Oliver,212,Chain Restaurant without Liquor,1,10/25/12,10/25/12,0,,0,1,1,,,10 Ormsby Avenue Pittsburgh PA 15210
2.01211E+11,Mike & Tony's Gyros,1155,Washington Pike,Bridgeville,PA,15017,Collier,202,Chain Restaurant with Liquor,0,10/25/12,10/25/12,54,,0,1,1,-80.10501537,40.36960041,1155 Washington Pike Bridgeville PA 15017
2.01211E+11,Hanlon's Cafe Neighborhood Diner,17,Foster Avenue,Pittsburgh,PA,15205,Crafton,211,Restaurant without Liquor,1,10/26/12,10/26/12,82,,0,1,1,-80.06933124,40.4409756,17 Foster Avenue Pittsburgh PA 15205
2.01211E+11,Gas n' At,5700,Homeville Road,West Mifflin,PA,15122,West Mifflin,114,Chain Retail/Convenience Store,2,10/29/12,10/29/12,0,,960,1,1,-79.87161537,40.36626848,5700 Homeville Road West Mifflin PA 15122
2.01211E+11,Popeyes Louisiana Kitchen #11352,3616,5th Avenue,Pittsburgh,PA,15213,Pittsburgh-104,212,Chain Restaurant without Liquor,0,11/2/12,11/2/12,86,,0,1,1,-79.95847597,40.44152311,3616 5th Avenue Pittsburgh PA 15213
2.01211E+11,Residential Care Services Inc,916,Maryland Avenue,Pittsburgh,PA,15232,Pittsburgh-107,307,Traditional Boarding Home/Fee Exempt,1,10/29/12,10/29/12,0,8,0,1,1,-79.92824482,40.45133419,916 Maryland Avenue Pittsburgh PA 15232
2.01211E+11,Creative Kosher,6318,Phillips Avenue,Pittsburgh,PA,15217,Pittsburgh-114,101,Transient Caterer,0,10/29/12,10/29/12,0,,100,7,1,-79.91779575,40.43210037,6318 Phillips Avenue Pittsburgh PA 15217
2.01211E+11,Dunkin Donuts #350871,2525,5th Avenue,Mc Keesport,PA,15132,McKeesport,212,Chain Restaurant without Liquor,1,10/29/12,10/29/12,30,,0,1,1,-79.8344303,40.35616892,2525 5th Avenue Mc Keesport PA 15132
2.01211E+11,Mr. D's Fish & Chicken,1860,Centre Avenue,Pittsburgh,PA,15219,Pittsburgh-103,211,Restaurant without Liquor,0,10/31/12,10/31/12,0,,0,7,1,-79.98080859,40.44277687,1860 Centre Avenue Pittsburgh PA 15219
2.01211E+11,Micro Diner,221,Shiloh Street,Pittsburgh,PA,15211,Pittsburgh-119,211,Restaurant without Liquor,0,11/1/12,11/1/12,24,,0,1,1,-80.0072045,40.43001706,221 Shiloh Street Pittsburgh PA 15211
2.01211E+11,Latitude 360,200,Quinn Drive,Pittsburgh,PA,15275,North Fayette,201,Restaurant with Liquor,0,11/8/12,11/8/12,408,,0,7,1,-80.17680891,40.44577736,200 Quinn Drive Pittsburgh PA 15275
2.01211E+11,Tommy's Catering and Rotisserie,2462,Colorado Street,Pittsburgh,PA,15212,Pittsburgh-127,100,Caterer,1,10/24/12,10/24/12,0,,800,1,1,-80.03244774,40.46570208,2462 Colorado Street Pittsburgh PA 15212
2.01211E+11,Avalon Fuel,901,Ohio River Boulevard,Pittsburgh,PA,15202,Avalon,113,Retail/Convenience Store,1,10/26/12,10/26/12,0,,1700,1,1,-80.06644753,40.49574687,901 Ohio River Boulevard Pittsburgh PA 15202
2.01211E+11,Residential Care Services,36,Balph Avenue,Pittsburgh,PA,15202,Bellevue,305,Personal Care Boarding Home/Fee Exempt,1,10/29/12,10/29/12,0,7,0,1,1,,,36 Balph Avenue Pittsburgh PA 15202
2.01211E+11,Maple Gate Market & Pizzeria,68,Maple Avenue,Clairton,PA,15025,Clairton,211,Restaurant without Liquor,0,11/1/12,11/1/12,10,,0,7,1,-79.87443012,40.29874327,68 Maple Avenue Clairton PA 15025
2.01211E+11,Tootie's Famous Italian Beef,93,16th Street,Pittsburgh,PA,15203,Pittsburgh-117,211,Restaurant without Liquor,0,11/2/12,11/2/12,0,,0,1,1,,,93 16th Street Pittsburgh PA 15203
2.01211E+11,Catherine's Personal Chef Service,116,Highland Avenue,Pittsburgh,PA,15206,Pittsburgh-108,101,Transient Caterer,1,11/5/12,11/5/12,0,,100,1,1,,,116 Highland Avenue Pittsburgh PA 15206
2.01211E+11,Sheetz #500,1910,Mt Nebo  Road,Sewickley,PA,15143,Ohio,114,Chain Retail/Convenience Store,1,11/7/12,11/7/12,0,,6500,1,1,,,1910 Mt Nebo  Road Sewickley PA 15143
2.01211E+11,Riley's Pour House,215,Main Street,Carnegie,PA,15106,Carnegie,201,Restaurant with Liquor,1,2/1/12,2/1/12,34,,0,1,1,,,215 Main Street Carnegie PA 15106
2.01211E+11,Noodles & Company #734,3820,Wm Penn  Highway,Monroeville,PA,15146,Monroeville,202,Chain Restaurant with Liquor,1,12/10/12,12/10/12,74,,0,7,1,-79.78284456,40.436013,3820 Wm Penn  Highway Monroeville PA 15146
2.01211E+11,CCAC Boyce Campus Bookstore,595,Beatty  Road,Monroeville,PA,15146,Monroeville,116,Chain Packaged Food Only,2,11/15/12,11/15/12,0,,200,1,1,-79.75243395,40.4535632,595 Beatty  Road Monroeville PA 15146
2.01211E+11,EZ Energy #303 / 7 Eleven #36183H,209,Ohio River Boulevard,Sewickley,PA,15143,Edgeworth,114,Chain Retail/Convenience Store,0,11/8/12,11/8/12,0,,2000,7,1,-80.19447429,40.54528877,209 Ohio River Boulevard Sewickley PA 15143
2.01211E+11,Getgo #3646 / Crafton - Ingram,280,Crafton Ingram Shopping Center,Pittsburgh,PA,15205,Ingram,114,Chain Retail/Convenience Store,2,11/15/12,11/15/12,0,,208,1,1,,,280 Crafton Ingram Shopping Center Pittsburgh PA 15205
2.01211E+11,Penn Hills Sr High School Cafeteria,309,Collins Drive,Pittsburgh,PA,15235,Penn Hills,651,School Full Service Kitchen,9,11/13/12,11/13/12,0,,6380,1,1,-79.81421445,40.46644257,309 Collins Drive Pittsburgh PA 15235
2.01211E+11,Lomito,4770,Liberty Avenue,Pittsburgh,PA,15224,Pittsburgh-108,211,Restaurant without Liquor,1,10/26/12,10/26/12,26,,0,7,1,-79.94778612,40.4607485,4770 Liberty Avenue Pittsburgh PA 15224
2.01211E+11,Tomatoes II Pizzeria,1069,Washington Avenue,Carnegie,PA,15106,Scott,211,Restaurant without Liquor,1,10/26/12,10/26/12,10,,0,1,1,-80.08295987,40.39784271,1069 Washington Avenue Carnegie PA 15106
2.01211E+11,Atria's,10,Old Clairton Road,Pittsburgh,PA,15236,Pleasant Hills,201,Restaurant with Liquor,0,11/20/12,11/20/12,160,,0,1,1,-79.96549055,40.33986016,10 Old Clairton Road Pittsburgh PA 15236
